3.900000000000000000e+01 0.000000000000000000e+00 1.189410000000000082e+03
3.900000000000000000e+01 3.000000000000000000e+01 1.193839999999999918e+03
4.000000000000000000e+01 0.000000000000000000e+00 1.058700000000000045e+03
4.000000000000000000e+01 3.000000000000000000e+01 1.063490000000000009e+03
4.000000000000000000e+01 6.000000000000000000e+01 1.080910000000000082e+03
4.000000000000000000e+01 9.000000000000000000e+01 1.114650000000000091e+03
4.000000000000000000e+01 1.200000000000000000e+02 1.159240000000000009e+03
4.000000000000000000e+01 1.500000000000000000e+02 1.198279999999999973e+03
4.100000000000000000e+01 0.000000000000000000e+00 9.331399999999999864e+02
4.100000000000000000e+01 3.000000000000000000e+01 9.382899999999999636e+02
4.100000000000000000e+01 6.000000000000000000e+01 9.567899999999999636e+02
4.100000000000000000e+01 9.000000000000000000e+01 9.921200000000000045e+02
4.100000000000000000e+01 1.200000000000000000e+02 1.038410000000000082e+03
4.100000000000000000e+01 1.500000000000000000e+02 1.078720000000000027e+03
4.100000000000000000e+01 1.800000000000000000e+02 1.094750000000000000e+03
4.200000000000000000e+01 0.000000000000000000e+00 8.123799999999999955e+02
4.200000000000000000e+01 3.000000000000000000e+01 8.179099999999999682e+02
4.200000000000000000e+01 6.000000000000000000e+01 8.375099999999999909e+02
4.200000000000000000e+01 9.000000000000000000e+01 8.744700000000000273e+02
4.200000000000000000e+01 1.200000000000000000e+02 9.224800000000000182e+02
4.200000000000000000e+01 1.500000000000000000e+02 9.640700000000000500e+02
4.200000000000000000e+01 1.800000000000000000e+02 9.805700000000000500e+02
4.300000000000000000e+01 0.000000000000000000e+00 6.961299999999999955e+02
4.300000000000000000e+01 3.000000000000000000e+01 7.020499999999999545e+02
4.300000000000000000e+01 6.000000000000000000e+01 7.227699999999999818e+02
4.300000000000000000e+01 9.000000000000000000e+01 7.613999999999999773e+02
4.300000000000000000e+01 1.200000000000000000e+02 8.111499999999999773e+02
4.300000000000000000e+01 1.500000000000000000e+02 8.540399999999999636e+02
4.300000000000000000e+01 1.800000000000000000e+02 8.710099999999999909e+02
4.400000000000000000e+01 0.000000000000000000e+00 5.841000000000000227e+02
4.400000000000000000e+01 3.000000000000000000e+01 5.904199999999999591e+02
4.400000000000000000e+01 6.000000000000000000e+01 6.122999999999999545e+02
4.400000000000000000e+01 9.000000000000000000e+01 6.526200000000000045e+02
4.400000000000000000e+01 1.200000000000000000e+02 7.041299999999999955e+02
4.400000000000000000e+01 1.500000000000000000e+02 7.483300000000000409e+02
4.400000000000000000e+01 1.800000000000000000e+02 7.657699999999999818e+02
4.500000000000000000e+01 0.000000000000000000e+00 4.760400000000000205e+02
4.500000000000000000e+01 3.000000000000000000e+01 4.827799999999999727e+02
4.500000000000000000e+01 6.000000000000000000e+01 5.058399999999999750e+02
4.500000000000000000e+01 9.000000000000000000e+01 5.478799999999999955e+02
4.500000000000000000e+01 1.200000000000000000e+02 6.011799999999999500e+02
4.500000000000000000e+01 1.500000000000000000e+02 6.466900000000000546e+02
4.500000000000000000e+01 1.800000000000000000e+02 6.646100000000000136e+02
4.600000000000000000e+01 0.000000000000000000e+00 3.717200000000000273e+02
4.600000000000000000e+01 3.000000000000000000e+01 3.788799999999999955e+02
4.600000000000000000e+01 6.000000000000000000e+01 4.031600000000000250e+02
4.600000000000000000e+01 9.000000000000000000e+01 4.469499999999999886e+02
4.600000000000000000e+01 1.200000000000000000e+02 5.020600000000000023e+02
4.600000000000000000e+01 1.500000000000000000e+02 5.488899999999999864e+02
4.600000000000000000e+01 1.800000000000000000e+02 5.672899999999999636e+02
4.700000000000000000e+01 0.000000000000000000e+00 2.709200000000000159e+02
4.700000000000000000e+01 3.000000000000000000e+01 2.785099999999999909e+02
4.700000000000000000e+01 6.000000000000000000e+01 3.040299999999999727e+02
4.700000000000000000e+01 9.000000000000000000e+01 3.496100000000000136e+02
4.700000000000000000e+01 1.200000000000000000e+02 4.065400000000000205e+02
4.700000000000000000e+01 1.500000000000000000e+02 4.546999999999999886e+02
4.700000000000000000e+01 1.800000000000000000e+02 4.735799999999999841e+02
4.800000000000000000e+01 6.000000000000000000e+01 2.082599999999999909e+02
4.800000000000000000e+01 9.000000000000000000e+01 2.556599999999999966e+02
4.800000000000000000e+01 1.200000000000000000e+02 3.144399999999999977e+02
4.800000000000000000e+01 1.500000000000000000e+02 3.639399999999999977e+02
4.800000000000000000e+01 1.800000000000000000e+02 3.833000000000000114e+02
