3.900000000000000000e+01 0.000000000000000000e+00 1.171369999999999891e+03
3.900000000000000000e+01 3.000000000000000000e+01 1.181869999999999891e+03
4.000000000000000000e+01 0.000000000000000000e+00 1.040309999999999945e+03
4.000000000000000000e+01 3.000000000000000000e+01 1.051289999999999964e+03
4.000000000000000000e+01 6.000000000000000000e+01 1.080910000000000082e+03
4.000000000000000000e+01 9.000000000000000000e+01 1.120539999999999964e+03
4.000000000000000000e+01 1.200000000000000000e+02 1.159240000000000009e+03
4.000000000000000000e+01 1.500000000000000000e+02 1.187019999999999982e+03
4.000000000000000000e+01 1.800000000000000000e+02 1.197079999999999927e+03
4.100000000000000000e+01 0.000000000000000000e+00 9.143799999999999955e+02
4.100000000000000000e+01 3.000000000000000000e+01 9.258600000000000136e+02
4.100000000000000000e+01 6.000000000000000000e+01 9.567899999999999636e+02
4.100000000000000000e+01 9.000000000000000000e+01 9.981100000000000136e+02
4.100000000000000000e+01 1.200000000000000000e+02 1.038410000000000082e+03
4.100000000000000000e+01 1.500000000000000000e+02 1.067299999999999955e+03
4.100000000000000000e+01 1.800000000000000000e+02 1.077759999999999991e+03
4.200000000000000000e+01 0.000000000000000000e+00 7.932599999999999909e+02
4.200000000000000000e+01 3.000000000000000000e+01 8.052400000000000091e+02
4.200000000000000000e+01 6.000000000000000000e+01 8.375099999999999909e+02
4.200000000000000000e+01 9.000000000000000000e+01 8.805499999999999545e+02
4.200000000000000000e+01 1.200000000000000000e+02 9.224800000000000182e+02
4.200000000000000000e+01 1.500000000000000000e+02 9.525000000000000000e+02
4.200000000000000000e+01 1.800000000000000000e+02 9.633600000000000136e+02
4.300000000000000000e+01 0.000000000000000000e+00 6.766499999999999773e+02
4.300000000000000000e+01 3.000000000000000000e+01 6.891399999999999864e+02
4.300000000000000000e+01 6.000000000000000000e+01 7.227699999999999818e+02
4.300000000000000000e+01 9.000000000000000000e+01 7.675700000000000500e+02
4.300000000000000000e+01 1.200000000000000000e+02 8.111499999999999773e+02
4.300000000000000000e+01 1.500000000000000000e+02 8.423099999999999454e+02
4.300000000000000000e+01 1.800000000000000000e+02 8.535700000000000500e+02
4.400000000000000000e+01 0.000000000000000000e+00 5.642599999999999909e+02
4.400000000000000000e+01 3.000000000000000000e+01 5.772799999999999727e+02
4.400000000000000000e+01 6.000000000000000000e+01 6.122999999999999545e+02
4.400000000000000000e+01 9.000000000000000000e+01 6.588899999999999864e+02
4.400000000000000000e+01 1.200000000000000000e+02 7.041299999999999955e+02
4.400000000000000000e+01 1.500000000000000000e+02 7.364500000000000455e+02
4.400000000000000000e+01 1.800000000000000000e+02 7.481200000000000045e+02
4.500000000000000000e+01 0.000000000000000000e+00 4.558399999999999750e+02
4.500000000000000000e+01 3.000000000000000000e+01 4.693999999999999773e+02
4.500000000000000000e+01 6.000000000000000000e+01 5.058399999999999750e+02
4.500000000000000000e+01 9.000000000000000000e+01 5.542500000000000000e+02
4.500000000000000000e+01 1.200000000000000000e+02 6.011799999999999500e+02
4.500000000000000000e+01 1.500000000000000000e+02 6.346599999999999682e+02
4.500000000000000000e+01 1.800000000000000000e+02 6.467500000000000000e+02
4.600000000000000000e+01 0.000000000000000000e+00 3.511499999999999773e+02
4.600000000000000000e+01 3.000000000000000000e+01 3.652699999999999818e+02
4.600000000000000000e+01 6.000000000000000000e+01 4.031600000000000250e+02
4.600000000000000000e+01 9.000000000000000000e+01 4.534100000000000250e+02
4.600000000000000000e+01 1.200000000000000000e+02 5.020600000000000023e+02
4.600000000000000000e+01 1.500000000000000000e+02 5.367200000000000273e+02
4.600000000000000000e+01 1.800000000000000000e+02 5.492100000000000364e+02
4.700000000000000000e+01 0.000000000000000000e+00 2.499799999999999898e+02
4.700000000000000000e+01 3.000000000000000000e+01 2.646600000000000250e+02
4.700000000000000000e+01 6.000000000000000000e+01 3.040299999999999727e+02
4.700000000000000000e+01 9.000000000000000000e+01 3.561600000000000250e+02
4.700000000000000000e+01 1.200000000000000000e+02 4.065400000000000205e+02
4.700000000000000000e+01 1.500000000000000000e+02 4.423899999999999864e+02
4.700000000000000000e+01 1.800000000000000000e+02 4.553100000000000023e+02
4.800000000000000000e+01 6.000000000000000000e+01 2.082599999999999909e+02
4.800000000000000000e+01 9.000000000000000000e+01 2.623000000000000114e+02
4.800000000000000000e+01 1.200000000000000000e+02 3.144399999999999977e+02
4.800000000000000000e+01 1.500000000000000000e+02 3.514900000000000091e+02
4.800000000000000000e+01 1.800000000000000000e+02 3.648299999999999841e+02
